"","link","name","nb_jlm2017","tx_jlm2017","abstention","exprimés"
"1","075/075056AR01.html","Paris 1er arrondissement",1231,13.64,1646,9026
"2","075/075056AR02.html","Paris 2ème arrondissement",1802,15.96,1937,11292
"3","075/075056AR03.html","Paris 3ème arrondissement",3078,16.65,2997,18485
"4","075/075056AR04.html","Paris 4ème arrondissement",2329,15.42,2622,15106
"5","075/075056AR05.html","Paris 5ème arrondissement",4960,16,4684,31008
"6","075/075056AR06.html","Paris 6ème arrondissement",2038,9.13,3294,22332
"7","075/075056AR07.html","Paris 7ème arrondissement",1552,5.58,4021,27798
"8","075/075056AR08.html","Paris 8ème arrondissement",1392,6.73,3286,20698
"9","075/075056AR09.html","Paris 9ème arrondissement",4783,14.52,5172,32940
"10","075/075056AR10.html","Paris 10ème arrondissement",11396,25.46,8788,44766
"11","075/075056AR11.html","Paris 11ème arrondissement",17877,23.76,13383,75237
"12","075/075056AR12.html","Paris 12ème arrondissement",15613,20.8,14368,75050
"13","075/075056AR13.html","Paris 13ème arrondissement",21681,24.46,18594,88639
"14","075/075056AR14.html","Paris 14ème arrondissement",13382,19.27,12752,69461
"15","075/075056AR15.html","Paris 15ème arrondissement",15608,13.12,21099,118947
"16","075/075056AR16.html","Paris 16ème arrondissement",4315,5.4,13937,79954
"17","075/075056AR17.html","Paris 17ème arrondissement",10677,12.94,14564,82482
"18","075/075056AR18.html","Paris 18ème arrondissement",23867,28.38,19499,84099
"19","075/075056AR19.html","Paris 19ème arrondissement",24455,30.7,21759,79665
"20","075/075056AR20.html","Paris 20ème arrondissement",28512,31.83,21798,89574
"21","077/077001.html","Achères-la-Forêt",93,12.76,134,729
"22","077/077002.html","Amillis",71,14.98,78,474
"23","077/077003.html","Amponville",37,14.51,46,255
"24","077/077004.html","Andrezel",29,13.3,30,218
"25","077/077005.html","Annet-sur-Marne",264,15.05,287,1754
"26","077/077006.html","Arbonne-la-Forêt",88,15.91,140,553
"27","077/077007.html","Argentières",27,11.49,43,235
"28","077/077008.html","Armentières-en-Brie",62,11.05,256,561
"29","077/077009.html","Arville",5,5.81,15,86
"30","077/077010.html","Aubepierre-Ozouer-le-Repos",81,15.58,69,520
"31","077/077011.html","Aufferville",60,20,80,300
"32","077/077012.html","Augers-en-Brie",27,13.24,45,204
"33","077/077013.html","Aulnoy",48,18.82,50,255
"34","077/077014.html","Avon",1355,20.01,1712,6773
"35","077/077015.html","Baby",1,1.96,10,51
"36","077/077016.html","Bagneaux-sur-Loing",144,19.07,211,755
"37","077/077018.html","Bailly-Romainvilliers",621,18.66,756,3328
"38","077/077019.html","Balloy",32,16.16,35,198
"39","077/077020.html","Bannost-Villegagnon",70,18.62,63,376
"40","077/077021.html","Barbey",24,20.87,15,115
"41","077/077022.html","Barbizon",92,9.03,234,1019
"42","077/077023.html","Barcy",30,16.04,30,187
"43","077/077024.html","Bassevelle",31,15.82,37,196
"44","077/077025.html","Bazoches-lès-Bray",88,16.12,110,546
"45","077/077026.html","Beauchery-Saint-Martin",35,15.15,42,231
"46","077/077027.html","Beaumont-du-Gâtinais",102,18.72,148,545
"47","077/077028.html","Beautheil",80,17.7,81,452
"48","077/077029.html","Beauvoir",21,15.44,17,136
"49","077/077030.html","Bellot",61,14.56,124,419
"50","077/077031.html","Bernay-Vilbert",98,18.67,81,525
"51","077/077032.html","Beton-Bazoches",53,13.8,127,384
"52","077/077033.html","Bezalles",23,17.16,40,134
"53","077/077034.html","Blandy",58,12.55,72,462
"54","077/077035.html","Blennes",67,18.56,61,361
"55","077/077037.html","Bois-le-Roi",625,15.79,843,3957
"56","077/077036.html","Boisdon",3,3.66,17,82
"57","077/077038.html","Boissettes",30,11.76,56,255
"58","077/077039.html","Boissise-la-Bertrand",74,11.71,133,632
"59","077/077040.html","Boissise-le-Roi",322,14.21,504,2266
"60","077/077041.html","Boissy-aux-Cailles",22,10.73,33,205
"61","077/077042.html","Boissy-le-Châtel",365,18.31,487,1993
"62","077/077043.html","Boitron",35,17.77,45,197
"63","077/077044.html","Bombon",116,21.28,95,545
"64","077/077045.html","Bougligny",64,15.61,120,410
"65","077/077046.html","Boulancourt",26,11.56,61,225
"66","077/077047.html","Bouleurs",145,16.86,234,860
"67","077/077048.html","Bourron-Marlotte",228,13.23,366,1724
"68","077/077049.html","Boutigny",74,12.21,109,606
"69","077/077050.html","Bransles",63,20.59,57,306
"70","077/077051.html","Bray-sur-Seine",187,17.61,455,1062
"71","077/077053.html","Brie-Comte-Robert",1472,18.45,2426,7978
"72","077/077055.html","Brou-sur-Chantereine",557,27.86,722,1999
"73","077/077052.html","Bréau",61,28.77,56,212
"74","077/077056.html","Burcy",21,22.58,23,93
"75","077/077057.html","Bussières",32,14.55,66,220
"76","077/077058.html","Bussy-Saint-Georges",2154,18.23,2746,11815
"77","077/077059.html","Bussy-Saint-Martin",59,12.77,91,462
"78","077/077060.html","Buthiers",69,14.97,80,461
"79","077/077061.html","Cannes-Ecluse",243,18.79,329,1293
"80","077/077062.html","Carnetin",53,21.12,48,251
"81","077/077066.html","Cerneux",22,12.5,43,176
"82","077/077067.html","Cesson",1239,21.05,1229,5887
"83","077/077068.html","Cessoy-en-Montois",24,16.22,21,148
"84","077/077069.html","Chailly-en-Bière",160,13.16,287,1216
"85","077/077070.html","Chailly-en-Brie",111,14.49,165,766
"86","077/077071.html","Chaintreaux",91,16.58,146,549
"87","077/077072.html","Chalautre-la-Grande",62,17.87,114,347
"88","077/077073.html","Chalautre-la-Petite",43,11.2,46,384
"89","077/077075.html","Chalifert",168,22.83,201,736
"90","077/077076.html","Chalmaison",100,22.68,106,441
"91","077/077077.html","Chambry",91,16.37,103,556
"92","077/077078.html","Chamigny",154,21.45,161,718
"93","077/077079.html","Champagne-sur-Seine",667,23.48,873,2841
"94","077/077080.html","Champcenest",20,16.95,26,118
"95","077/077081.html","Champdeuil",46,13.14,59,350
"96","077/077082.html","Champeaux",79,15.86,81,498
"97","077/077083.html","Champs-sur-Marne",3109,27.75,2993,11202
"98","077/077084.html","Changis-sur-Marne",145,19.52,159,743
"99","077/077085.html","Chanteloup-en-Brie",335,18.99,393,1764
"100","077/077094.html","Charmentray",27,16.88,33,160
"101","077/077095.html","Charny",127,17.45,115,728
"102","077/077096.html","Chartrettes",307,18.2,276,1687
"103","077/077097.html","Chartronges",20,10.31,39,194
"104","077/077335.html","Chauconin-Neufmontiers",286,22.14,252,1292
"105","077/077106.html","Chauffry",96,16.19,164,593
"106","077/077107.html","Chaumes-en-Brie",267,16.15,460,1653
"107","077/077108.html","Chelles",5864,24.6,7233,23842
"108","077/077109.html","Chenoise",101,13.67,161,739
"109","077/077110.html","Chenou",20,11.11,36,180
"110","077/077111.html","Chessy",460,18.76,476,2452
"111","077/077112.html","Chevrainvilliers",24,15.58,24,154
"112","077/077113.html","Chevru",111,18.26,145,608
"113","077/077114.html","Chevry-Cossigny",361,16.04,543,2251
"114","077/077115.html","Chevry-en-Sereine",45,13.93,50,323
"115","077/077116.html","Choisy-en-Brie",112,14.47,166,774
"116","077/077099.html","Château-Landon",290,18.23,517,1591
"117","077/077098.html","Châteaubleau",32,15.31,66,209
"118","077/077101.html","Châtenay-sur-Seine",87,15.34,181,567
"119","077/077102.html","Châtenoy",14,16.09,19,87
"120","077/077103.html","Châtillon-la-Borde",24,16,28,150
"121","077/077104.html","Châtres",66,15.21,63,434
"122","077/077117.html","Citry",82,17.3,94,474
"123","077/077118.html","Claye-Souilly",1126,17.4,1403,6470
"124","077/077119.html","Clos-Fontaine",42,23.6,34,178
"125","077/077120.html","Cocherel",54,15.84,74,341
"126","077/077121.html","Collégien",407,21.39,390,1903
"127","077/077122.html","Combs-la-Ville",2650,23.71,3400,11175
"128","077/077123.html","Compans",129,30.86,111,418
"129","077/077124.html","Conches-sur-Gondoire",159,15.09,152,1054
"130","077/077125.html","Condé-Sainte-Libiaire",164,18.55,148,884
"131","077/077126.html","Congis-sur-Thérouanne",169,18.09,216,934
"132","077/077127.html","Coubert",141,16.3,202,865
"133","077/077128.html","Couilly-Pont-aux-Dames",160,13.83,219,1157
"134","077/077129.html","Coulombs-en-Valois",58,15.18,74,382
"135","077/077130.html","Coulommes",32,11.76,45,272
"136","077/077131.html","Coulommiers",1360,20.39,2718,6671
"137","077/077132.html","Coupvray",348,19.48,334,1786
"138","077/077133.html","Courcelles-en-Bassée",19,13.57,29,140
"139","077/077134.html","Courchamp",3,3.37,10,89
"140","077/077135.html","Courpalay",136,16.85,195,807
"141","077/077136.html","Courquetaine",24,19.2,24,125
"142","077/077137.html","Courtacon",10,7.35,31,136
"143","077/077138.html","Courtomer",81,23.01,71,352
"144","077/077139.html","Courtry",679,19.4,938,3500
"145","077/077140.html","Coutençon",30,16.95,32,177
"146","077/077141.html","Coutevroult",109,18.92,77,576
"147","077/077145.html","Crisenoy",62,14.83,87,418
"148","077/077146.html","Croissy-Beaubourg",222,17.06,219,1301
"149","077/077148.html","Crouy-sur-Ourcq",180,18.61,230,967
"150","077/077144.html","Crèvecoeur-en-Brie",36,15.06,30,239
"151","077/077142.html","Crécy-la-Chapelle",385,15.71,548,2451
"152","077/077143.html","Crégy-lès-Meaux",583,23.51,551,2480
"153","077/077149.html","Cucharmoy",18,11.11,17,162
"154","077/077150.html","Cuisy",33,13.75,59,240
"155","077/077065.html","Cély",89,11.8,174,754
"156","077/077151.html","Dagny",19,10.11,52,188
"157","077/077152.html","Dammarie-les-Lys",2383,27.66,3668,8614
"158","077/077153.html","Dammartin-en-Goële",984,20.81,1004,4728
"159","077/077154.html","Dammartin-sur-Tigeaux",112,20.51,71,546
"160","077/077155.html","Dampmart",355,19.6,405,1811
"161","077/077156.html","Darvault",64,13.42,110,477
"162","077/077157.html","Dhuisy",24,13.64,40,176
"163","077/077158.html","Diant",26,16.67,20,156
"164","077/077159.html","Donnemarie-Dontilly",307,19.6,337,1566
"165","077/077161.html","Dormelles",84,16.12,116,521
"166","077/077162.html","Doue",121,20.07,137,603
"167","077/077163.html","Douy-la-Ramée",30,17.14,37,175
"168","077/077164.html","Echouboulains",69,20.35,49,339
"169","077/077167.html","Egligny",27,16.17,56,167
"170","077/077168.html","Egreville",191,16.01,283,1193
"171","077/077169.html","Emerainville",957,25.89,869,3696
"172","077/077171.html","Esbly",672,20.93,671,3211
"173","077/077172.html","Esmans",97,18.13,123,535
"174","077/077173.html","Etrépilly",91,18.88,127,482
"175","077/077174.html","Everly",72,19.2,68,375
"176","077/077175.html","Evry-Grégy-sur-Yerre",272,16.15,291,1684
"177","077/077176.html","Faremoutiers",299,19.63,459,1523
"178","077/077177.html","Favières",99,15.64,135,633
"179","077/077178.html","Faÿ-lès-Nemours",51,17.11,42,298
"180","077/077181.html","Ferrières-en-Brie",327,19.87,223,1646
"181","077/077184.html","Flagy",99,23.57,80,420
"182","077/077185.html","Fleury-en-Bière",41,9.49,59,432
"183","077/077187.html","Fontaine-Fourches",29,9.48,116,306
"184","077/077188.html","Fontaine-le-Port",96,15.21,113,631
"185","077/077186.html","Fontainebleau",1056,13.69,2357,7712
"186","077/077190.html","Fontains",20,11.56,32,173
"187","077/077191.html","Fontenailles",140,21.12,138,663
"188","077/077192.html","Fontenay-Trésigny",544,19.35,812,2812
"189","077/077193.html","Forfry",25,15.72,24,159
"190","077/077194.html","Forges",32,14.48,50,221
"191","077/077195.html","Fouju",48,12.6,86,381
"192","077/077196.html","Fresnes-sur-Marne",63,14.48,72,435
"193","077/077198.html","Fromont",14,11.11,23,126
"194","077/077197.html","Frétoy",15,15.46,11,97
"195","077/077199.html","Fublaines",143,20.25,144,706
"196","077/077179.html","Féricy",96,24.12,48,398
"197","077/077180.html","Férolles-Attilly",70,9.99,160,701
"198","077/077200.html","Garentreville",15,20.27,8,74
"199","077/077201.html","Gastins",64,15.13,98,423
"200","077/077203.html","Germigny-l'Evêque",126,13.91,151,906
"201","077/077204.html","Germigny-sous-Coulombs",19,14.5,19,131
"202","077/077205.html","Gesvres-le-Chapitre",10,10,17,100
"203","077/077206.html","Giremoutiers",19,16.24,13,117
"204","077/077207.html","Gironville",15,15.31,32,98
"205","077/077208.html","Gouaix",130,17.38,199,748
"206","077/077209.html","Gouvernes",126,16.51,102,763
"207","077/077211.html","Grandpuits-Bailly-Carrois",79,14.77,108,535
"208","077/077212.html","Gravon",18,14.75,27,122
"209","077/077214.html","Gressy",61,9.87,94,618
"210","077/077215.html","Gretz-Armainvilliers",815,20.89,949,3902
"211","077/077216.html","Grez-sur-Loing",124,15.5,187,800
"212","077/077217.html","Grisy-Suisnes",194,14.34,364,1353
"213","077/077218.html","Grisy-sur-Seine",3,4.11,20,73
"214","077/077220.html","Guercheville",25,13.3,18,188
"215","077/077221.html","Guermantes",133,17.45,129,762
"216","077/077222.html","Guignes",312,17.38,467,1795
"217","077/077223.html","Gurcy-le-Châtel",56,16.57,39,338
"218","077/077219.html","Guérard",223,16.01,281,1393
"219","077/077224.html","Hautefeuille",17,14.17,28,120
"220","077/077227.html","Hermé",51,13.71,67,372
"221","077/077228.html","Hondevilliers",38,22.35,38,170
"222","077/077226.html","Héricy",244,15,276,1627
"223","077/077230.html","Ichy",15,14.29,16,105
"224","077/077231.html","Isles-les-Meldeuses",97,22.93,97,423
"225","077/077232.html","Isles-lès-Villenoy",101,18.13,101,557
"226","077/077233.html","Iverny",43,14.68,39,293
"227","077/077234.html","Jablines",88,21.41,86,411
"228","077/077235.html","Jaignes",30,14.63,47,205
"229","077/077236.html","Jaulnes",20,8.77,47,228
"230","077/077237.html","Jossigny",43,12.22,82,352
"231","077/077238.html","Jouarre",390,19.95,623,1955
"232","077/077239.html","Jouy-le-Châtel",121,15.51,144,780
"233","077/077240.html","Jouy-sur-Morin",169,15.18,373,1113
"234","077/077241.html","Juilly",220,21.01,245,1047
"235","077/077242.html","Jutigny",54,18.62,51,290
"236","077/077054.html","La Brosse-Montceaux",80,19.46,122,411
"237","077/077063.html","La Celle-sur-Morin",134,17.96,137,746
"238","077/077086.html","La Chapelle-Gauthier",153,19.49,169,785
"239","077/077087.html","La Chapelle-Iger",9,8.26,19,109
"240","077/077093.html","La Chapelle-Moutils",40,16.33,38,245
"241","077/077089.html","La Chapelle-Rablais",87,16.02,74,543
"242","077/077090.html","La Chapelle-Saint-Sulpice",17,14.66,22,116
"243","077/077088.html","La Chapelle-la-Reine",213,16.8,361,1268
"244","077/077147.html","La Croix-en-Brie",62,15.27,89,406
"245","077/077182.html","La Ferté-Gaucher",313,17.09,547,1831
"246","077/077183.html","La Ferté-sous-Jouarre",856,20.71,1482,4133
"247","077/077202.html","La Genevraye",81,17.57,79,461
"248","077/077210.html","La Grande-Paroisse",313,20.36,295,1537
"249","077/077225.html","La Haute-Maison",33,19.08,44,173
"250","077/077229.html","La Houssaye-en-Brie",173,17.37,216,996
"251","077/077267.html","La Madeleine-sur-Loing",39,18.84,41,207
"252","077/077389.html","La Rochette",224,12.99,345,1725
"253","077/077467.html","La Tombe",24,17.39,37,138
"254","077/077472.html","La Trétoire",48,17.71,71,271
"255","077/077243.html","Lagny-sur-Marne",2097,21.12,2261,9931
"256","077/077244.html","Larchant",101,18.74,93,539
"257","077/077245.html","Laval-en-Brie",54,19.08,64,283
"258","077/077100.html","Le Châtelet-en-Brie",438,16.44,555,2665
"259","077/077291.html","Le Mesnil-Amelot",66,17.23,86,383
"260","077/077285.html","Le Mée-sur-Seine",2274,28.57,2941,7959
"261","077/077363.html","Le Pin",139,16.26,179,855
"262","077/077365.html","Le Plessis-Feu-Aussoux",58,18.07,36,321
"263","077/077367.html","Le Plessis-Placy",28,17.83,29,157
"264","077/077364.html","Le Plessis-aux-Bois",19,17.76,42,107
"265","077/077366.html","Le Plessis-l'Evêque",17,9.29,23,183
"266","077/077485.html","Le Vaudoué",86,16.44,107,523
"267","077/077091.html","Les Chapelles-Bourbon",40,14.98,49,267
"268","077/077165.html","Les Ecrennes",72,17.27,93,417
"269","077/077275.html","Les Marêts",12,14.29,30,84
"270","077/077347.html","Les Ormes-sur-Voulzie",82,16.87,130,486
"271","077/077247.html","Lescherolles",44,15.33,66,287
"272","077/077248.html","Lesches",63,14.48,70,435
"273","077/077250.html","Leudon-en-Brie",6,5.61,20,107
"274","077/077251.html","Lieusaint",1452,27.84,1310,5216
"275","077/077252.html","Limoges-Fourches",26,9.96,71,261
"276","077/077253.html","Lissy",26,19.7,20,132
"277","077/077254.html","Liverdy-en-Brie",120,14.87,154,807
"278","077/077255.html","Livry-sur-Seine",189,14.78,287,1279
"279","077/077256.html","Lizines",9,10.34,18,87
"280","077/077257.html","Lizy-sur-Ourcq",328,22,571,1491
"281","077/077258.html","Lognes",1749,27.54,2227,6350
"282","077/077259.html","Longperrier",256,22.46,300,1140
"283","077/077260.html","Longueville",168,20.12,238,835
"284","077/077261.html","Lorrez-le-Bocage-Préaux",139,19.44,179,715
"285","077/077262.html","Louan-Villegruis-Fontaine",40,13.25,68,302
"286","077/077263.html","Luisetaines",19,13.1,30,145
"287","077/077264.html","Lumigny-Nesles-Ormeaux",154,15.62,135,986
"288","077/077265.html","Luzancy",135,22.61,133,597
"289","077/077246.html","Léchelle",46,14.42,67,319
"290","077/077249.html","Lésigny",662,14.44,1256,4583
"291","077/077266.html","Machault",67,16.18,91,414
"292","077/077268.html","Magny-le-Hongre",567,14.52,658,3905
"293","077/077269.html","Maincy",217,20.19,265,1075
"294","077/077272.html","Maison-Rouge",78,16.46,93,474
"295","077/077270.html","Maisoncelles-en-Brie",64,13.31,108,481
"296","077/077271.html","Maisoncelles-en-Gâtinais",12,17.39,21,69
"297","077/077273.html","Marchémoret",40,13.84,44,289
"298","077/077274.html","Marcilly",32,12.17,54,263
"299","077/077276.html","Mareuil-lès-Meaux",229,17.35,260,1320
"300","077/077277.html","Marles-en-Brie",175,18.1,194,967
"301","077/077278.html","Marolles-en-Brie",31,11.03,55,281
"302","077/077279.html","Marolles-sur-Seine",169,17.98,170,940
"303","077/077280.html","Mary-sur-Marne",130,19.91,168,653
"304","077/077281.html","Mauperthuis",35,12.54,94,279
"305","077/077282.html","Mauregard",22,11.58,35,190
"306","077/077283.html","May-en-Multien",87,18.75,89,464
"307","077/077284.html","Meaux",5058,25.86,6633,19560
"308","077/077286.html","Meigneux",25,15.92,20,157
"309","077/077287.html","Meilleray",60,20,96,300
"310","077/077288.html","Melun",3300,26.26,6428,12568
"311","077/077289.html","Melz-sur-Seine",35,13.78,64,254
"312","077/077292.html","Messy",100,17.33,103,577
"313","077/077293.html","Misy-sur-Yonne",86,15.64,149,550
"314","077/077294.html","Mitry-Mory",2689,30.64,2473,8776
"315","077/077295.html","Moisenay",136,15.96,160,852
"316","077/077296.html","Moissy-Cramayel",2305,30.21,2095,7629
"317","077/077297.html","Mondreville",23,10,56,230
"318","077/077298.html","Mons-en-Montois",70,23.03,62,304
"319","077/077300.html","Montceaux-lès-Meaux",58,14.57,86,398
"320","077/077301.html","Montceaux-lès-Provins",39,18.93,33,206
"321","077/077302.html","Montcourt-Fromonville",236,18.04,267,1308
"322","077/077303.html","Montdauphin",25,16.13,26,155
"323","077/077304.html","Montenils",0,0,9,24
"324","077/077305.html","Montereau-Fault-Yonne",1957,31.74,2662,6165
"325","077/077306.html","Montereau-sur-le-Jard",55,16.27,79,338
"326","077/077308.html","Montgé-en-Goële",73,17.14,68,426
"327","077/077309.html","Monthyon",152,16.02,146,949
"328","077/077311.html","Montigny-Lencoup",131,17.08,147,767
"329","077/077310.html","Montigny-le-Guesdier",25,13.37,44,187
"330","077/077312.html","Montigny-sur-Loing",317,17.05,444,1859
"331","077/077313.html","Montmachoux",27,16.46,23,164
"332","077/077314.html","Montolivet",29,18.13,38,160
"333","077/077315.html","Montry",320,16.49,401,1941
"334","077/077307.html","Montévrain",850,18.26,953,4654
"335","077/077316.html","Moret-Loing-et-Orvanne",1615,21.19,1764,7622
"336","077/077317.html","Mormant",474,20.73,719,2287
"337","077/077318.html","Mortcerf",121,15.2,168,796
"338","077/077319.html","Mortery",17,18.48,23,92
"339","077/077320.html","Mouroux",564,18.72,745,3013
"340","077/077321.html","Mousseaux-lès-Bray",69,16.55,109,417
"341","077/077322.html","Moussy-le-Neuf",281,16.08,337,1748
"342","077/077323.html","Moussy-le-Vieux",146,22.46,119,650
"343","077/077325.html","Mouy-sur-Seine",24,11.43,77,210
"344","077/077290.html","Méry-sur-Marne",60,18.02,83,333
"345","077/077326.html","Nandy",851,27.29,888,3118
"346","077/077327.html","Nangis",883,24.01,1410,3677
"347","077/077328.html","Nanteau-sur-Essonne",43,14.29,41,301
"348","077/077329.html","Nanteau-sur-Lunain",40,10.93,59,366
"349","077/077330.html","Nanteuil-lès-Meaux",618,19.83,808,3116
"350","077/077331.html","Nanteuil-sur-Marne",72,29.88,63,241
"351","077/077332.html","Nantouillet",21,14.48,32,145
"352","077/077333.html","Nemours",1106,22.18,1910,4987
"353","077/077336.html","Neufmoutiers-en-Brie",89,15.92,75,559
"354","077/077337.html","Noisiel",2045,32.23,2096,6345
"355","077/077338.html","Noisy-Rudignon",52,15.76,76,330
"356","077/077339.html","Noisy-sur-Ecole",157,12.24,255,1283
"357","077/077340.html","Nonville",79,18.81,66,420
"358","077/077341.html","Noyen-sur-Seine",32,14.1,36,227
"359","077/077342.html","Obsonville",7,8.97,20,78
"360","077/077343.html","Ocquerre",41,20.81,50,197
"361","077/077344.html","Oissery",221,18.03,227,1226
"362","077/077345.html","Orly-sur-Morin",82,21.08,87,389
"363","077/077348.html","Ormesson",24,15.19,30,158
"364","077/077349.html","Othis",866,23.52,910,3682
"365","077/077350.html","Ozoir-la-Ferrière",1840,17.2,2990,10700
"366","077/077352.html","Ozouer-le-Voulgis",169,15.99,291,1057
"367","077/077353.html","Paley",35,11.25,51,311
"368","077/077354.html","Pamfou",111,19.82,111,560
"369","077/077355.html","Paroy",22,18.33,22,120
"370","077/077356.html","Passy-sur-Seine",6,13.64,8,44
"371","077/077358.html","Penchard",67,11.57,135,579
"372","077/077359.html","Perthes",159,12.81,240,1241
"373","077/077361.html","Pierre-Levée",33,12.45,60,265
"374","077/077368.html","Poigny",39,13.93,58,280
"375","077/077369.html","Poincy",43,9.29,66,463
"376","077/077370.html","Poligny",83,17.01,99,488
"377","077/077371.html","Pommeuse",254,16.92,480,1501
"378","077/077372.html","Pomponne",380,19.24,437,1975
"379","077/077373.html","Pontault-Combault",3832,23.03,5182,16642
"380","077/077374.html","Pontcarré",224,19.41,256,1154
"381","077/077377.html","Presles-en-Brie",223,18.01,252,1238
"382","077/077378.html","Pringy",274,16.75,409,1636
"383","077/077379.html","Provins",861,18.39,2143,4681
"384","077/077376.html","Précy-sur-Marne",61,13.59,77,449
"385","077/077380.html","Puisieux",27,14.06,36,192
"386","077/077357.html","Pécy",83,16.67,98,498
"387","077/077360.html","Pézarches",37,15.61,44,237
"388","077/077381.html","Quiers",66,15.64,63,422
"389","077/077382.html","Quincy-Voisins",700,22.11,772,3166
"390","077/077383.html","Rampillon",88,18.88,87,466
"391","077/077385.html","Rebais",173,16.26,305,1064
"392","077/077386.html","Recloses",77,17.07,111,451
"393","077/077387.html","Remauville",40,14.81,77,270
"394","077/077388.html","Reuil-en-Brie",88,19.38,89,454
"395","077/077390.html","Roissy-en-Brie",2726,26.53,2678,10277
"396","077/077391.html","Rouilly",40,15.27,72,262
"397","077/077392.html","Rouvres",99,21.06,82,470
"398","077/077393.html","Rozay-en-Brie",271,17.95,390,1510
"399","077/077394.html","Rubelles",158,13.76,231,1148
"400","077/077395.html","Rumont",11,12.5,13,88
"401","077/077396.html","Rupéreux",2,3.03,8,66
"402","077/077384.html","Réau",107,20.3,142,527
"403","077/077398.html","Sablonnières",51,12.59,106,405
"404","077/077399.html","Saint-Ange-le-Viel",20,12.74,22,157
"405","077/077400.html","Saint-Augustin",190,17.4,278,1092
"406","077/077402.html","Saint-Barthélemy",24,11.21,43,214
"407","077/077403.html","Saint-Brice",57,12.87,96,443
"408","077/077405.html","Saint-Cyr-sur-Morin",252,21.95,277,1148
"409","077/077406.html","Saint-Denis-lès-Rebais",114,18.84,122,605
"410","077/077407.html","Saint-Fargeau-Ponthierry",1251,17.83,1975,7016
"411","077/077408.html","Saint-Fiacre",32,13.5,51,237
"412","077/077409.html","Saint-Germain-Laval",359,22.84,417,1572
"413","077/077410.html","Saint-Germain-Laxis",61,14.91,75,409
"414","077/077411.html","Saint-Germain-sous-Doue",51,15.6,66,327
"415","077/077412.html","Saint-Germain-sur-Ecole",39,14.72,33,265
"416","077/077413.html","Saint-Germain-sur-Morin",383,18.79,485,2038
"417","077/077414.html","Saint-Hilliers",39,13.27,80,294
"418","077/077415.html","Saint-Jean-les-Deux-Jumeaux",125,17.22,164,726
"419","077/077416.html","Saint-Just-en-Brie",33,20.63,19,160
"420","077/077418.html","Saint-Loup-de-Naud",109,21.63,125,504
"421","077/077417.html","Saint-Léger",29,22.48,25,129
"422","077/077419.html","Saint-Mammès",441,23.63,486,1866
"423","077/077420.html","Saint-Mard",388,18.41,761,2108
"424","077/077421.html","Saint-Mars-Vieux-Maisons",19,10.33,35,184
"425","077/077423.html","Saint-Martin-des-Champs",67,15.33,97,437
"426","077/077424.html","Saint-Martin-du-Boschet",28,16.28,27,172
"427","077/077425.html","Saint-Martin-en-Bière",47,9.27,84,507
"428","077/077427.html","Saint-Mesmes",70,19.61,45,357
"429","077/077426.html","Saint-Méry",37,16.02,41,231
"430","077/077428.html","Saint-Ouen-en-Brie",116,20.21,105,574
"431","077/077429.html","Saint-Ouen-sur-Morin",58,16.71,78,347
"432","077/077430.html","Saint-Pathus",684,20.47,887,3342
"433","077/077431.html","Saint-Pierre-lès-Nemours",644,20.44,844,3150
"434","077/077432.html","Saint-Rémy-la-Vanne",93,15.71,150,592
"435","077/077434.html","Saint-Sauveur-lès-Bray",27,11.74,39,230
